,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
594869,Q19526,Maya_Angelou,Female,America,Northern America,Culture,Culture-core,poet,7493153,524.0,59
851420,Q25120,Pier_Paolo_Pasolini,Male,Europe,Southern Europe,Culture,Culture-core,film,5659912,526.5,94
1452995,Q47875,Robbie_Williams,Male,Europe,Western Europe,Culture,Culture-core,singer,12899732,532.5,51
388766,Q165219,Robert_Downey_Jr.,Male,America,Northern America,Culture,Culture-core,actor,28017218,540.0,43
2213457,Q80405,Julianne_Moore,Female,America,Northern America,Culture,Culture-core,actor,14429252,542.0,43
1236220,Q36591,Vladimir_Nabokov,Male,America,Northern America,Culture,Culture-core,novelist,4696936,544.0,95
1462697,Q482907,Bryan_Adams,Male,America,Northern America,Culture,Culture-core,singer,8199835,545.0,54
1741960,Q5669,Sandro_Botticelli,Male,Europe,Southern Europe,Culture,Culture-core,painter,5462467,546.0,73
1042469,Q301,El_Greco,Male,Europe,Southern Europe,Culture,Culture-core,painter,3888308,547.5,72
853427,Q25191,Christopher_Nolan,Male,Europe,Western Europe,Culture,Culture-core,film,20110394,547.5,43
17447,Q1033016,Halle_Berry,Female,America,Northern America,Culture,Culture-core,actor,15729020,550.0,46
1014006,Q29250,Bill_Murray,Male,America,Northern America,Culture,Culture-core,screenwriter,15588372,551.0,53
1919779,Q633,Neil_Young,Male,America,Northern America,Culture,Culture-core,singer,9159393,553.5,64
90342,Q119798,Michael_Douglas,Male,America,Northern America,Culture,Culture-core,actor,21408200,555.0,46
127544,Q12881,Paulo_Coelho,Male,America,South America,Culture,Culture-core,writer,8426778,557.0,61
2077120,Q72984,Bing_Crosby,Male,America,Northern America,Culture,Culture-core,actor,7797410,559.0,69
2206236,Q80135,Dmitri_Shostakovich,Male,Europe,Eastern Europe,Culture,Culture-core,composer,5159613,560.5,71
26154,Q104000,Lauren_Bacall,Female,America,Northern America,Culture,Culture-core,actor,7292766,562.0,64
338775,Q161819,Julie_Andrews,Female,Europe,Western Europe,Culture,Culture-core,actor,13541508,563.0,50
574315,Q190386,Rachel_McAdams,Female,America,Northern America,Culture,Culture-core,actor,27829190,565.0,44
2221727,Q80938,John_Travolta,Male,America,Northern America,Culture,Culture-core,actor,11792199,566.5,53
172897,Q1398,Virgil,Male,Europe,Southern Europe,Culture,Culture-core,poet,5298929,566.5,74
134020,Q130531,Hieronymus_Bosch,Male,Europe,Western Europe,Culture,Culture-core,painter,6788331,568.0,70
149417,Q134798,Haruki_Murakami,Male,Asia,Eastern Asia,Culture,Culture-core,writer,10422076,569.0,55
1336999,Q42229,Mel_Gibson,Male,America,Northern America,Culture,Culture-core,film,25170756,571.5,42
2230734,Q834621,Bono,Male,Europe,Western Europe,Culture,Culture-core,singer,8333674,573.0,53
1392935,Q46373,Edgar_Degas,Male,Europe,Western Europe,Culture,Culture-core,painter,4350404,574.0,95
36925,Q106481,Alan_Rickman,Male,Europe,Western Europe,Culture,Culture-core,actor,31206666,576.0,53
2039573,Q71243,Clark_Gable,Male,America,Northern America,Culture,Culture-core,actor,9288927,577.0,58
458339,Q171091,Philip_K._Dick,Male,America,Northern America,Culture,Culture-core,novelist,7502698,579.0,62
1282096,Q38392,William_Faulkner,Male,America,Northern America,Culture,Culture-core,screenwriter,4875190,580.0,79
1318885,Q40572,Heath_Ledger,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,43243856,581.0,40
1320852,Q40791,Sandra_Bullock,Female,America,Northern America,Culture,Culture-core,actor,27362900,583.5,41
1275673,Q38119,Daniel_Radcliffe,Male,Europe,Western Europe,Culture,Culture-core,actor,28103054,585.0,42
136663,Q131324,Janet_Jackson,Female,America,Northern America,Culture,Culture-core,actor,11653590,589.0,45
1464981,Q484523,Jared_Leto,Male,America,Northern America,Culture,Culture-core,actor,27746296,593.0,45
1326736,Q41406,Edvard_Munch,Male,Europe,Northern Europe,Culture,Culture-core,painter,6071972,594.0,83
2222472,Q81447,Aldous_Huxley,Male,Europe,Western Europe,Culture,Culture-core,poet,6455864,596.5,93
2230244,Q83321,Giacomo_Casanova,Male,Europe,Southern Europe,Culture,Culture-core,poet,5661563,596.5,63
198550,Q147077,Emma_Stone,Female,America,Northern America,Culture,Culture-core,actor,32055404,600.0,42
2264635,Q93284,Marc_Chagall,Male,Europe,Eastern Europe,Culture,Culture-core,painter,5415319,601.0,93
706731,Q212015,Johnny_Hallyday,Male,Europe,Western Europe,Culture,Culture-core,singer,10719654,602.5,58
1369606,Q44306,Salman_Rushdie,Male,Europe,Western Europe,Culture,Culture-core,writer,7110165,602.5,70
147386,Q134333,Roger_Moore,Male,Europe,Western Europe,Culture,Culture-core,actor,14810041,604.0,56
2224668,Q82083,John_Keats,Male,Europe,Western Europe,Culture,Culture-core,poet,3888796,605.0,71
137521,Q131725,Joan_Baez,Female,America,Northern America,Culture,Culture-core,singer,6290336,607.0,58
249929,Q155700,Chris_Brown,Male,America,Northern America,Culture,Culture-core,actor,16246388,608.0,50
1022146,Q294927,Jerry_Lewis,Male,America,Northern America,Culture,Culture-core,film,10804581,609.0,48
1796608,Q59215,Robert_Redford,Male,America,Northern America,Culture,Culture-core,actor,16089748,613.0,51
403308,Q166389,Daniel_Day-Lewis,Male,Europe,Western Europe,Culture,Culture-core,actor,16034840,614.0,43
2076842,Q7298,Antonín_Dvořák,Male,Europe,Western Europe,Culture,Culture-core,composer,4445970,616.0,75
185487,Q14441,Liza_Minnelli,Female,America,Northern America,Culture,Culture-core,actor,9947362,617.0,55
2219439,Q80739,Charlton_Heston,Male,America,Northern America,Culture,Culture-core,actor,8099652,618.5,59
548265,Q186327,Marilyn_Manson,Male,America,Northern America,Culture,Culture-core,actor,22143864,618.5,50
655219,Q205707,Bradley_Cooper,Male,America,Northern America,Culture,Culture-core,actor,32229998,620.0,39
951136,Q28054,Judi_Dench,Female,Europe,Western Europe,Culture,Culture-core,actor,10927716,622.0,45
1705783,Q55800,Oprah_Winfrey,Female,America,Northern America,Culture,Culture-core,actor,17804696,623.0,42
1276788,Q3816,George_Sand,Female,Europe,Western Europe,Culture,Culture-core,writer,4399479,624.0,92
1232,Q100937,Fred_Astaire,Male,America,Northern America,Culture,Culture-core,actor,6224676,626.5,67
2264585,Q9327,Guy_de_Maupassant,Male,Europe,Western Europe,Culture,Culture-core,writer,7349424,626.5,70
1439263,Q47551,Titian,Male,Europe,Southern Europe,Culture,Culture-core,painter,3720065,629.0,75
2222525,Q81520,Pierce_Brosnan,Male,Europe,Western Europe,Culture,Culture-core,actor,19104608,630.0,50
1794830,Q5912,Marcel_Duchamp,Male,Europe,Western Europe,Culture,Culture-core,actor,4511584,631.0,98
1958443,Q66075,Niccolò_Paganini,Male,Europe,Southern Europe,Culture,Culture-core,composer,5667755,632.0,66
1230080,Q36290,Diana_Ross,Female,America,Northern America,Culture,Culture-core,singer,11648245,636.0,47
1370503,Q4441,Emily_Dickinson,Female,America,Northern America,Culture,Culture-core,writer,4563886,637.0,77
1307545,Q395274,Michael_J._Fox,Male,America,Northern America,Culture,Culture-core,actor,21823850,640.0,44
1319422,Q40640,Ray_Bradbury,Male,America,Northern America,Culture,Culture-core,screenwriter,5525566,642.0,70
2202504,Q80069,Megan_Fox,Female,America,Northern America,Culture,Culture-core,actor,22289022,645.0,51
2244703,Q8927,Marion_Cotillard,Female,Europe,Western Europe,Culture,Culture-core,actor,16555256,646.0,44
220510,Q151973,Richard_Burton,Male,Europe,Western Europe,Culture,Culture-core,actor,6478183,647.0,67
479727,Q173637,Ice_Cube,Male,America,Northern America,Culture,Culture-core,actor,26075904,648.0,47
1376653,Q44903,Lindsay_Lohan,Female,America,Northern America,Culture,Culture-core,actor,18285636,649.5,42
589257,Q193815,Ryan_Gosling,Male,America,Northern America,Culture,Culture-core,actor,35357180,651.0,47
1191644,Q34743,Rudyard_Kipling,Male,Europe,Western Europe,Culture,Culture-core,writer,3419342,654.5,96
1373709,Q4465,Peter_Jackson,Male,Oceania,Oceania Western World,Culture,Culture-core,film,6502372,656.0,53
1463735,Q483379,Gwen_Stefani,Female,America,Northern America,Culture,Culture-core,singer,19684860,657.0,47
578276,Q19155,Henry_Fonda,Male,America,Northern America,Culture,Culture-core,actor,7155609,658.0,59
530199,Q182580,Shirley_Temple,Female,America,Northern America,Culture,Culture-core,actor,8803637,659.0,53
520272,Q181677,George_R._R._Martin,Male,America,Northern America,Culture,Culture-core,screenwriter,13586997,662.0,45
87988,Q11930,Kevin_Costner,Male,America,Northern America,Culture,Culture-core,actor,15406199,664.0,46
26299,Q104027,Kirk_Douglas,Male,America,Northern America,Culture,Culture-core,film,22812958,665.0,44
1479880,Q49001,Whoopi_Goldberg,Female,America,Northern America,Culture,Culture-core,actor,12179808,666.0,45
515096,Q180861,Roger_Waters,Male,Europe,Western Europe,Culture,Culture-core,composer,8596434,668.0,60
374871,Q16297,William_Shatner,Male,America,Northern America,Culture,Culture-core,actor,9554944,669.0,62
1356853,Q43416,Keanu_Reeves,Male,America,Northern America,Culture,Culture-core,actor,45462896,671.0,50
2222466,Q81438,Walt_Whitman,Male,America,Northern America,Culture,Culture-core,poet,5143596,676.0,80
70678,Q11617,Aaliyah,Female,America,Northern America,Culture,Culture-core,actor,14729841,678.0,50
37051,Q106508,Gérard_Depardieu,Male,Europe,Western Europe,Culture,Culture-core,actor,8769646,679.0,50
1713381,Q56005,Ridley_Scott,Male,Europe,Western Europe,Culture,Culture-core,film,13299363,680.0,47
1670502,Q55171,Pedro_Almodóvar,Male,Europe,Southern Europe,Culture,Culture-core,film,5265792,686.0,61
1246475,Q37150,Lana_Del_Rey,Female,America,Northern America,Culture,Culture-core,singer,19418480,687.0,41
1704783,Q55767,Astrid_Lindgren,Female,Europe,Northern Europe,Culture,Culture-core,screenwriter,5375976,688.0,73
2181684,Q78491,Stefan_Zweig,Male,Europe,Western Europe,Culture,Culture-core,writer,5146152,689.0,77
432310,Q168724,Emma_Thompson,Female,Europe,Western Europe,Culture,Culture-core,actor,13440047,690.0,45
2302,Q101797,Winona_Ryder,Female,America,Northern America,Culture,Culture-core,actor,24781200,692.0,47
1365618,Q44007,Paul_Klee,Male,Europe,Western Europe,Culture,Culture-core,painter,4090595,693.0,88
465371,Q171905,Jamie_Foxx,Male,America,Northern America,Culture,Culture-core,actor,13292519,695.0,53
1557864,Q51506,Richard_Attenborough,Male,Europe,Western Europe,Culture,Culture-core,screenwriter,6269278,696.0,70
2264901,Q93343,Percy_Bysshe_Shelley,Male,Europe,Western Europe,Culture,Culture-core,poet,4232527,697.0,86
131786,Q129817,Russell_Crowe,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,15215718,699.5,42
1370452,Q44403,Heinrich_Heine,Male,Europe,Western Europe,Culture,Culture-core,poet,3280540,701.0,88
287935,Q159758,J._M._W._Turner,Male,Europe,Western Europe,Culture,Culture-core,painter,5248796,702.5,93
374811,Q16296,Patrick_Stewart,Male,Europe,Western Europe,Culture,Culture-core,actor,13005697,702.5,56
380391,Q16345,Leonard_Nimoy,Male,America,Northern America,Culture,Culture-core,actor,7669058,706.0,62
137156,Q131545,Harry_Houdini,Male,America,Northern America,Culture,Culture-core,actor,11527812,708.0,53
28309,Q104372,Doris_Day,Female,America,Northern America,Culture,Culture-core,actor,9473243,710.0,52
146272,Q134180,Truman_Capote,Male,America,Northern America,Culture,Culture-core,screenwriter,7186642,711.5,80
1326410,Q41351,Jodie_Foster,Female,America,Northern America,Culture,Culture-core,actor,17375932,713.0,40
532156,Q183337,David_Attenborough,Male,Europe,Western Europe,Culture,Culture-core,actor,10333720,716.0,63
1248006,Q372311,Glenn_Close,Female,America,Northern America,Culture,Culture-core,actor,6511688,718.0,53
453807,Q170510,Ian_McKellen,Male,Europe,Western Europe,Culture,Culture-core,actor,15904138,720.0,44
719684,Q215359,Dean_Martin,Male,America,Northern America,Culture,Culture-core,actor,10336066,722.0,60
2199130,Q79904,J._D._Salinger,Male,America,Northern America,Culture,Culture-core,writer,5801933,723.0,59
458548,Q171128,Diego_Rivera,Male,America,Central America,Culture,Culture-core,painter,7933496,725.0,60
1465912,Q485298,Gillian_Anderson,Female,America,Northern America,Culture,Culture-core,actor,12666889,728.0,52
1607523,Q53001,Jean-Luc_Godard,Male,Europe,Western Europe,Culture,Culture-core,film,4589739,731.0,69
1515700,Q502,Stendhal,Male,Europe,Western Europe,Culture,Culture-core,writer,3656976,734.0,83
24232,Q103876,Peter_O'Toole,Male,Europe,Western Europe,Culture,Culture-core,actor,5843467,735.0,53
1370194,Q44380,Cameron_Diaz,Female,America,Northern America,Culture,Culture-core,actor,24466282,737.0,47
189332,Q1450,Bruno_Mars,Male,America,Northern America,Culture,Culture-core,singer,33251300,739.0,38
1551091,Q512,Vladimir_Vysotsky,Male,Europe,Eastern Europe,Culture,Culture-core,poet,6012350,740.5,52
43745,Q108366,Gregory_Peck,Male,America,Northern America,Culture,Culture-core,actor,8849409,743.0,54
1976544,Q676094,Drew_Barrymore,Female,America,Northern America,Culture,Culture-core,actor,18032794,744.0,44
25525,Q103949,Buster_Keaton,Male,America,Northern America,Culture,Culture-core,film,4666744,746.5,63
1465162,Q484615,Ethan_Hawke,Male,America,Northern America,Culture,Culture-core,actor,12114656,748.0,45
1746875,Q5683,Geoffrey_Chaucer,Male,Europe,Western Europe,Culture,Culture-core,poet,3658921,750.0,73
2148955,Q76364,Hans_Zimmer,Male,Europe,Western Europe,Culture,Culture-core,composer,11414463,751.5,48
1064208,Q306403,James_Franco,Male,America,Northern America,Culture,Culture-core,actor,27398906,751.5,43
1361854,Q43718,Nikolai_Gogol,Male,Europe,Eastern Europe,Culture,Culture-core,novelist,8477985,762.0,81
554916,Q187019,Philip_Roth,Male,America,Northern America,Culture,Culture-core,writer,4164208,768.0,77
2197616,Q79759,John_Milton,Male,Europe,Western Europe,Culture,Culture-core,writer,3439864,772.0,83
137843,Q131861,Sergei_Rachmaninoff,Male,Europe,Eastern Europe,Culture,Culture-core,composer,5692524,773.0,66
494680,Q175195,Peter_Gabriel,Male,Europe,Western Europe,Culture,Culture-core,singer,5979809,776.0,63
2282587,Q9726,Gioachino_Rossini,Male,Europe,Southern Europe,Culture,Culture-core,composer,3555894,778.5,94
28220,Q104358,Billie_Holiday,Female,America,Northern America,Culture,Culture-core,singer,5943821,782.5,67
888877,Q263696,Debbie_Reynolds,Female,America,Northern America,Culture,Culture-core,singer,18546120,784.0,48
2184790,Q79025,Walter_Scott,Male,Europe,Western Europe,Culture,Culture-core,poet,3169238,792.0,87
2230214,Q83309,Johann_Strauss_II,Male,Europe,Western Europe,Culture,Culture-core,composer,3438814,794.0,72
2230915,Q835,Mikhail_Bulgakov,Male,Europe,Eastern Europe,Culture,Culture-core,novelist,4932654,797.0,68
94986,Q120993,Amedeo_Modigliani,Male,Europe,Southern Europe,Culture,Culture-core,painter,4628038,799.0,65
567474,Q189080,Lou_Reed,Male,America,Northern America,Culture,Culture-core,singer,6038350,800.0,74
174036,Q1402,Giovanni_Boccaccio,Male,Europe,Southern Europe,Culture,Culture-core,writer,3435780,803.5,88
2228812,Q82925,Joseph_Conrad,Male,Europe,Eastern Europe,Culture,Culture-core,writer,3442186,808.0,84
220212,Q151803,Piet_Mondrian,Male,Europe,Western Europe,Culture,Culture-core,painter,5472545,812.0,76
2062776,Q7198,Ovid,Male,Europe,Southern Europe,Culture,Culture-core,poet,4113473,814.5,67
1494108,Q49481,Sergei_Prokofiev,Male,Europe,Eastern Europe,Culture,Culture-core,composer,4312090,818.5,88
540142,Q184805,Tom_Waits,Male,America,Northern America,Culture,Culture-core,singer,6617588,821.0,58
2229633,Q83155,Jacques-Louis_David,Male,Europe,Western Europe,Culture,Culture-core,painter,3010177,826.0,80
119438,Q12706,Maxim_Gorky,Male,Europe,Eastern Europe,Culture,Culture-core,writer,5867596,828.0,80
1415284,Q47122,Enrique_Iglesias,Male,Europe,Southern Europe,Culture,Culture-core,singer,19066204,830.0,39
1413845,Q47100,Ben_Stiller,Male,America,Northern America,Culture,Culture-core,screenwriter,13829143,836.0,46
2065380,Q7235,Sophocles,Male,Europe,Southern Europe,Culture,Culture-core,writer,5085055,838.0,62
2150543,Q76483,Rainer_Maria_Rilke,Male,Europe,Western Europe,Culture,Culture-core,writer,3586617,847.0,89
1328459,Q41548,Antonio_Banderas,Male,Europe,Southern Europe,Culture,Culture-core,singer,14365355,848.0,61
1353398,Q43270,Pieter_Bruegel_the_Elder,Male,Europe,Western Europe,Culture,Culture-core,painter,3692644,854.5,72
1316737,Q40213,W._B._Yeats,Male,Europe,Western Europe,Culture,Culture-core,poet,3136430,859.0,97
1152949,Q332032,Alice_Cooper,Male,America,Northern America,Culture,Culture-core,singer,8569786,861.0,43
530305,Q182665,Iggy_Pop,Male,America,Northern America,Culture,Culture-core,singer,9342641,874.5,57
656984,Q206112,Willie_Nelson,Male,America,Northern America,Culture,Culture-core,singer,9983816,877.0,52
338654,Q1618,Charles_Lindbergh,Male,America,Northern America,Culture,Culture-core,writer,6467976,878.0,45
533337,Q183492,Margaret_Atwood,Female,America,Northern America,Culture,Culture-core,writer,5226169,879.5,74
531749,Q183266,Samuel_Johnson,Male,Europe,Western Europe,Culture,Culture-core,writer,3458331,885.5,76
134614,Q130742,Alanis_Morissette,Female,America,Northern America,Culture,Culture-core,singer,7556021,898.0,46
1412716,Q47087,Arthur_C._Clarke,Male,Europe,Western Europe,Culture,Culture-core,screenwriter,3991543,901.0,61
477557,Q173481,Fernando_Pessoa,Male,Europe,Southern Europe,Culture,Culture-core,poet,3482235,903.5,63
566128,Q188492,Seth_MacFarlane,Male,America,Northern America,Culture,Culture-core,screenwriter,15923673,906.0,41
1708850,Q5586,Hokusai,Male,Asia,Eastern Asia,Culture,Culture-core,painter,4181907,911.0,69
1076247,Q309926,Lemmy,Male,Europe,Western Europe,Culture,Culture-core,singer,12384692,913.0,51
1509395,Q4985,Herman_Melville,Male,America,Northern America,Culture,Culture-core,novelist,3611108,915.0,87
1325411,Q41223,Boris_Pasternak,Male,Europe,Eastern Europe,Culture,Culture-core,writer,3840800,916.5,66
379167,Q163366,Ezra_Pound,Male,America,Northern America,Culture,Culture-core,poet,3443045,921.0,81
23048,Q103774,Ravi_Shankar,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,composer,4595515,923.5,60
2253801,Q908933,Donna_Summer,Female,America,Northern America,Culture,Culture-core,singer,5469105,926.0,46
1244741,Q37060,José_Saramago,Male,Europe,Southern Europe,Culture,Culture-core,writer,3198800,927.0,55
141167,Q133054,Sylvia_Plath,Female,America,Northern America,Culture,Culture-core,poet,6206139,932.0,60
536748,Q18391,Elie_Wiesel,Male,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,writer,4287228,939.0,58
573386,Q190076,Joe_Cocker,Male,Europe,Western Europe,Culture,Culture-core,singer,6195568,944.5,61
501963,Q1768,Ella_Fitzgerald,Female,America,Northern America,Culture,Culture-core,singer,4844588,944.5,56
1192349,Q347879,Vanessa_Redgrave,Female,Europe,Western Europe,Culture,Culture-core,screenwriter,7570719,950.0,50
1874929,Q6197,Horace,Male,Europe,Southern Europe,Culture,Culture-core,poet,3324407,957.0,62
397466,Q165911,Usher_(musician),Male,America,Northern America,Culture,Culture-core,singer,4133864,961.5,47
1392041,Q46248,Terry_Pratchett,Male,Europe,Western Europe,Culture,Culture-core,writer,5099438,964.0,47
1386274,Q45682,Jean_Sibelius,Male,Europe,Northern Europe,Culture,Culture-core,composer,2631700,975.0,80
66436,Q1151,Hector_Berlioz,Male,Europe,Western Europe,Culture,Culture-core,composer,2341039,979.0,94
1463000,Q48305,Euripides,Male,Europe,Southern Europe,Culture,Culture-core,writer,3612585,980.0,65
169730,Q13894,Richard_Strauss,Male,Europe,Western Europe,Culture,Culture-core,composer,3295093,983.5,81
466680,Q172140,Michael_Crichton,Male,America,Northern America,Culture,Culture-core,screenwriter,5633629,985.0,65
127448,Q128799,Ricky_Martin,Male,Europe,Southern Europe,Culture,Culture-core,singer,12891079,986.0,39
2229642,Q83158,Jean_Cocteau,Male,Europe,Western Europe,Culture,Culture-core,painter,3331559,990.0,124
2005,Q101638,Mary_Wollstonecraft,Female,Europe,Western Europe,Culture,Culture-core,writer,2690424,996.0,64
1384921,Q45546,William_Wordsworth,Male,Europe,Western Europe,Culture,Culture-core,poet,4279569,1012.0,77
2180205,Q7836,René_Magritte,Male,Europe,Western Europe,Culture,Culture-core,painter,5373862,1015.0,91
2173438,Q7814,Giotto,Male,Europe,Southern Europe,Culture,Culture-core,painter,3417939,1016.0,64
26606,Q104081,Mickey_Rooney,Male,America,Northern America,Culture,Culture-core,singer,6129530,1017.0,53
520043,Q181659,Ursula_K._Le_Guin,Female,America,Northern America,Culture,Culture-core,writer,3211772,1020.0,52
492523,Q174957,Nina_Simone,Female,America,Northern America,Culture,Culture-core,singer,8115163,1022.5,48
634862,Q199943,Adriano_Celentano,Male,Europe,Southern Europe,Culture,Culture-core,singer,8889762,1048.0,42
1543304,Q51023,Vanessa_Paradis,Female,Europe,Western Europe,Culture,Culture-core,singer,11120738,1052.0,47
30616,Q104884,Caspar_David_Friedrich,Male,Europe,Western Europe,Culture,Culture-core,painter,3034661,1053.0,65
107505,Q123829,George_Gershwin,Male,America,Northern America,Culture,Culture-core,composer,4009434,1056.0,83
1189905,Q34618,Gustave_Courbet,Male,Europe,Western Europe,Culture,Culture-core,painter,3086021,1058.0,83
572095,Q189758,Marvin_Gaye,Male,America,Northern America,Culture,Culture-core,singer,11595526,1060.5,43
2235114,Q862,Joseph_Brodsky,Male,Europe,Eastern Europe,Culture,Culture-core,poet,3250197,1064.0,65
2264369,Q93227,Nikolai_Rimsky-Korsakov,Male,Europe,Eastern Europe,Culture,Culture-core,composer,2767002,1065.0,77
565414,Q188176,William_S._Burroughs,Male,America,Northern America,Culture,Culture-core,writer,4250580,1066.0,78
1322017,Q40939,Aeschylus,Male,Europe,Southern Europe,Culture,Culture-core,writer,4010743,1068.5,68
1229233,Q36233,Václav_Havel,Male,Europe,Eastern Europe,Culture,Culture-core,writer,2969636,1071.5,51
1357230,Q43444,Gustave_Flaubert,Male,Europe,Western Europe,Culture,Culture-core,novelist,3974679,1077.0,92
296799,Q160009,Pink_(singer),Female,America,Northern America,Culture,Culture-core,singer,14869215,1082.0,36
1464071,Q483507,Kelly_Clarkson,Female,America,Northern America,Culture,Culture-core,singer,9361442,1083.0,38
679359,Q208258,France_Gall,Female,Europe,Western Europe,Culture,Culture-core,singer,5673038,1084.0,50
1317717,Q4028,Paul_Simon,Male,America,Northern America,Culture,Culture-core,singer,9935762,1087.0,49
573565,Q190151,Bruce_Dickinson,Male,Europe,Western Europe,Culture,Culture-core,singer,5699718,1089.5,46
515463,Q180975,Andrew_Lloyd_Webber,Male,Europe,Western Europe,Culture,Culture-core,screenwriter,5552748,1098.0,51
210080,Q150445,Camille_Saint-Saëns,Male,Europe,Western Europe,Culture,Culture-core,composer,3078039,1099.0,83
506550,Q17892,Sappho,Female,Europe,Southern Europe,Culture,Culture-core,poet,3842155,1113.0,45
1399699,Q46739,Octavio_Paz,Male,America,Central America,Culture,Culture-core,poet,2991688,1119.0,73
140204,Q132805,Thomas_Hardy,Male,Europe,Western Europe,Culture,Culture-core,poet,3601780,1122.0,89
565983,Q188385,Gertrude_Stein,Female,America,Northern America,Culture,Culture-core,writer,3392115,1137.0,66
1393217,Q46408,Georgia_O'Keeffe,Female,America,Northern America,Culture,Culture-core,painter,3389305,1140.0,72
531004,Q182804,Karen_Blixen,Female,Europe,Northern Europe,Culture,Culture-core,writer,3306079,1154.0,60
1395441,Q46599,Mikhail_Lermontov,Male,Europe,Eastern Europe,Culture,Culture-core,poet,5621685,1162.0,67
191072,Q14540,Tina_Fey,Female,America,Northern America,Culture,Culture-core,screenwriter,9115926,1163.5,37
2065265,Q72334,Toni_Morrison,Female,America,Northern America,Culture,Culture-core,writer,2896808,1169.0,59
248196,Q155407,Jean-Michel_Basquiat,Male,America,Northern America,Culture,Culture-core,painter,8654964,1227.0,60
233750,Q154340,Francis_Bacon_(artist),Male,Europe,Western Europe,Culture,Culture-core,painter,3184752,1304.0,84
1365961,Q44032,Egon_Schiele,Male,Europe,Western Europe,Culture,Culture-core,painter,3860142,1308.0,72
3011,Q102272,Jan_van_Eyck,Male,Europe,Western Europe,Culture,Culture-core,painter,2360535,1353.0,74
150086,Q134958,Taras_Shevchenko,Male,Europe,Eastern Europe,Culture,Culture-core,painter,4273272,1451.5,42
134709,Q130777,Kazimir_Malevich,Male,Europe,Eastern Europe,Culture,Culture-core,painter,3108510,1460.0,57
470105,Q172911,Ilya_Repin,Male,Europe,Eastern Europe,Culture,Culture-core,painter,2256398,1503.0,48
149114,Q134741,Camille_Pissarro,Male,Europe,Northern Europe,Culture,Culture-core,painter,2246099,1548.0,78
244727,Q154842,Max_Ernst,Male,Europe,Western Europe,Culture,Culture-core,painter,2385991,1562.0,94
2137798,Q75698,Samuel_Morse,Male,America,Northern America,Culture,Culture-core,painter,2488445,1580.0,57
783014,Q23380,Jean-Auguste-Dominique_Ingres,Male,Europe,Western Europe,Culture,Culture-core,painter,1519971,1622.0,81
579172,Q192062,Bartolomé_Esteban_Murillo,Male,Europe,Southern Europe,Culture,Culture-core,painter,2048478,1734.0,63
304222,Q160149,Mark_Rothko,Male,America,Northern America,Culture,Culture-core,painter,3003422,1755.0,68
1176989,Q34013,Georges_Seurat,Male,Europe,Western Europe,Culture,Culture-core,painter,2690116,1785.0,65
708913,Q212657,Artemisia_Gentileschi,Female,Europe,Southern Europe,Culture,Culture-core,painter,2160917,1812.0,52
518749,Q181568,Ivan_Aivazovsky,Male,Europe,Eastern Europe,Culture,Culture-core,painter,2372606,1841.0,44
