,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
81713,Q11820,Martin_Van_Buren,Male,America,Northern America,Leadership,Politics,politician,4553712,970.5,41
1258968,Q37610,David_Ben-Gurion,Male,Asia,Western Asia (Middle East Caucasus),Leadership,Politics,politician,4049185,989.0,50
753142,Q22316,John_Kerry,Male,America,Northern America,Leadership,Politics,politician,7563034,1001.0,37
2264806,Q93330,Juan_Perón,Male,America,South America,Leadership,Politics,politician,6559416,1027.0,37
463116,Q17163,Johan_Cruyff,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,12036128,1039.0,34
452214,Q170328,Eric_Cantona,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6989504,1043.0,40
1603462,Q529207,Ronaldo_(Brazilian_footballer),Male,America,South America,Sports/Games,Sports/Games,football,22527120,1068.5,33
1334657,Q42013,Anwar_Sadat,Male,Africa,North Africa,Leadership,Politics,politician,4629374,1078.0,40
395882,Q165792,Edmund_Burke,Male,Europe,Western Europe,Leadership,Politics,politician,2853973,1089.5,59
104414,Q12325,James_Buchanan,Male,America,Northern America,Leadership,Politics,politician,5104959,1097.0,39
1820773,Q60039,Reinhard_Heydrich,Male,Europe,Western Europe,Leadership,Politics,politician,11812120,1153.0,36
1908057,Q6279,Joe_Biden,Male,America,Northern America,Leadership,Politics,politician,14194500,1159.0,33
2199326,Q79983,José_Mourinho,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,19788288,1174.0,33
1349726,Q42992,Golda_Meir,Female,Europe,Western Europe,Leadership,Politics,politician,3847728,1176.0,42
1649718,Q54545,Martina_Navratilova,Female,Europe,Western Europe,Sports/Games,Sports/Games,player,4640328,1181.0,37
315907,Q160554,Muhammad_Ali_Jinnah,Male,Asia,South Asia incl. Indian Peninsula,Leadership,Politics,politician,6091787,1189.0,35
150158,Q134982,David_Lloyd_George,Male,Europe,Western Europe,Leadership,Politics,politician,2720289,1192.0,52
129782,Q12927,Marine_Le_Pen,Female,Europe,Western Europe,Leadership,Politics,politician,11553665,1196.0,33
128533,Q128985,Harold_Macmillan,Male,Europe,Western Europe,Leadership,Politics,politician,3773232,1198.0,42
2149016,Q76367,Martin_Bormann,Male,Europe,Western Europe,Leadership,Politics,politician,6590964,1201.0,40
463619,Q171730,Georges_Clemenceau,Male,Europe,Western Europe,Leadership,Politics,politician,2678209,1208.0,58
896781,Q266613,Wayne_Rooney,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,20643452,1211.5,32
2232117,Q8440,Hugo_Chávez,Male,America,South America,Leadership,Politics,politician,10096007,1223.0,32
85659,Q11891,James_K._Polk,Male,America,Northern America,Leadership,Politics,politician,3965534,1244.0,36
2113610,Q7407,Andre_Agassi,Male,America,Northern America,Sports/Games,Sports/Games,player,8525560,1254.0,33
84331,Q11869,William_Henry_Harrison,Male,America,Northern America,Leadership,Politics,politician,6275285,1268.0,34
1769,Q101410,François_Fillon,Male,Europe,Western Europe,Leadership,Politics,politician,5424258,1273.0,35
877334,Q2607,Erich_Honecker,Male,Europe,Western Europe,Leadership,Politics,politician,3875876,1292.0,41
1372591,Q4457,Franz_Beckenbauer,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5836334,1295.0,34
150138,Q134976,Lukas_Podolski,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,9023994,1310.5,33
2148302,Q76334,Boris_Becker,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,6707517,1316.0,35
1377506,Q4496,Mitt_Romney,Male,America,Northern America,Leadership,Politics,politician,6822158,1320.0,33
1033634,Q298180,Simone_Veil,Female,Europe,Western Europe,Leadership,Politics,politician,4726267,1327.0,48
118296,Q1267,Dag_Hammarskjöld,Male,Europe,Northern Europe,Leadership,Politics,politician,2533233,1331.0,55
383911,Q164521,George_Best,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,7423042,1334.0,35
1649616,Q54527,Billie_Jean_King,Female,America,Northern America,Sports/Games,Sports/Games,player,8095319,1411.0,34
28913,Q104506,Björn_Borg,Male,Europe,Northern Europe,Sports/Games,Sports/Games,player,7330016,1525.0,32
382355,Q164038,Pep_Guardiola,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,14068582,1529.0,31
131381,Q129700,Mario_Balotelli,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,14982669,1560.0,30
1475485,Q48892,Didier_Drogba,Male,Africa,West Africa,Sports/Games,Sports/Games,football,11534931,1581.0,30
32430,Q10524,Ryan_Giggs,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6778114,1586.0,31
1364494,Q43926,Andrea_Pirlo,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,9145217,1666.5,30
1343821,Q4261,Michel_Platini,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5047563,1670.0,31
783303,Q2339,Robin_van_Persie,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,11285394,1748.0,29
483292,Q173972,Ruud_Gullit,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4727408,1858.0,32
2652,Q102027,Fabio_Cannavaro,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,5285107,1905.0,30
114234,Q1255625,Samuel_Eto'o,Male,Africa,Central Africa,Sports/Games,Sports/Games,football,10651535,2019.0,28
149010,Q134720,Martina_Hingis,Female,Europe,Western Europe,Sports/Games,Sports/Games,player,7500469,2039.0,28
1992624,Q68060,Gianluigi_Buffon,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,26255976,2043.0,27
547896,Q186317,Stieg_Larsson,Male,Europe,Northern Europe,Culture,Culture-periphery,journalist,4257433,2122.0,44
2137763,Q75655,Pierre_de_Fermat,Male,Europe,Western Europe,Leadership,Administration/Law,lawyer,1860850,2141.0,38
128762,Q129027,Paul_Pogba,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,24979156,2191.0,27
578554,Q1918,Franck_Ribéry,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,10318235,2244.5,27
72552,Q11662,Steffi_Graf,Female,Europe,Western Europe,Sports/Games,Sports/Games,player,7645028,2285.0,27
1392678,Q46347,Patrick_Vieira,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4383874,2293.0,29
1462730,Q482931,Ferenc_Puskás,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,4056069,2336.0,28
1361984,Q43729,Andrés_Iniesta,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,16624105,2367.0,26
1611692,Q531814,Kaká,Male,America,South America,Sports/Games,Sports/Games,football,13717461,2384.0,26
384770,Q16474,John_McEnroe,Male,America,Northern America,Sports/Games,Sports/Games,player,7802784,2398.0,27
479721,Q173633,Monica_Seles,Female,Europe,Southern Europe,Sports/Games,Sports/Games,player,3562680,2426.0,29
68947,Q11578,Venus_Williams,Female,America,Northern America,Sports/Games,Sports/Games,player,12782145,2431.5,26
1464106,Q483577,Rivaldo,Male,America,South America,Sports/Games,Sports/Games,football,5537327,2487.0,27
1022148,Q294931,William_Randolph_Hearst,Male,America,Northern America,Culture,Culture-periphery,journalist,3879093,2575.0,38
180793,Q14286,Chris_Evert,Female,America,Northern America,Sports/Games,Sports/Games,player,3442653,2625.0,28
1991973,Q67964,Roberto_Baggio,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,6175782,2630.5,26
127697,Q128829,Michael_Owen,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6601112,2653.0,26
1613984,Q53325,Arthur_Ashe,Male,America,Northern America,Sports/Games,Sports/Games,player,3116316,2699.0,30
1232284,Q36386,Lothar_Matthäus,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4765558,2736.0,26
1377858,Q44980,Alex_Ferguson,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,9456316,2739.0,25
39360,Q107365,Manuel_Neuer,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,11538500,2743.0,25
493636,Q17507,Gerard_Piqué,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,17338112,2759.0,25
1389978,Q459830,Steven_Gerrard,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,8529174,2763.0,25
88705,Q11948,Michael_Ballack,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4454561,2804.0,26
136444,Q131261,Oliver_Kahn,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5755030,2819.0,26
1119482,Q319591,Chris_Froome,Male,Africa,East Africa,Sports/Games,Sports/Games,sport,6357537,2889.5,26
1030635,Q296822,Vinnie_Jones,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5941183,2933.0,35
642714,Q20110,Francesco_Totti,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,13566129,2978.0,24
432192,Q168707,Pliny_the_Younger,Male,Europe,Southern Europe,Leadership,Administration/Law,lawyer,1545006,2984.5,35
577097,Q1912,Karim_Benzema,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,15300879,3010.0,24
1345594,Q42731,Fernando_Torres,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,14701657,3032.0,24
1361513,Q43682,Philipp_Lahm,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5747157,3033.0,25
350323,Q162043,Eusébio,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,2921894,3034.0,26
2230850,Q83488,Mesut_Özil,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,15309642,3035.0,24
217738,Q151269,Robert_Lewandowski,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,18579290,3093.5,24
530414,Q182736,Ivan_Lendl,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,3057881,3119.5,27
1362140,Q43744,Gerd_Müller,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4860444,3131.0,25
1328256,Q41533,Frank_Lampard,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,8011933,3138.0,24
512906,Q180326,Lilian_Thuram,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3262435,3171.0,26
493096,Q17499,Cesc_Fàbregas,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,6948993,3187.5,24
1893194,Q624,Alessandro_Del_Piero,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,7692449,3213.0,24
1325574,Q41244,Andriy_Shevchenko,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,6710659,3249.0,24
2270021,Q9446,Pete_Sampras,Male,Europe,Southern Europe,Sports/Games,Sports/Games,player,6035644,3325.0,24
109161,Q124086,Wesley_Sneijder,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6126825,3337.0,24
1080620,Q31073,Walter_Cronkite,Male,America,Northern America,Culture,Culture-periphery,journalist,2324956,3423.0,34
1384924,Q455462,Antoine_Griezmann,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,28158780,3437.0,23
1464129,Q483629,Marco_van_Basten,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4616373,3438.5,24
1636,Q10125,Andy_Murray,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,14836526,3449.5,23
462925,Q171583,Bobby_Charlton,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3836561,3456.0,25
539965,Q184586,Gareth_Bale,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,19857796,3468.5,23
1463640,Q483309,Sergio_Ramos,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,16603204,3473.0,23
69139,Q11584,Iker_Casillas,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,11884776,3476.0,23
778362,Q231178,Gloria_Steinem,Female,America,Northern America,Culture,Culture-periphery,journalist,3377312,3477.0,30
1465144,Q484605,Christine_Lagarde,Female,Europe,Western Europe,Leadership,Administration/Law,lawyer,3557078,3482.0,26
460490,Q171295,Pavel_Nedvěd,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3776893,3497.0,25
88998,Q119562,Sergio_Agüero,Male,America,South America,Sports/Games,Sports/Games,football,11905227,3520.0,23
748067,Q221908,Yannick_Noah,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,2253115,3562.0,29
1441239,Q47576,Arsène_Wenger,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,11313981,3575.0,23
68844,Q11576,Raúl_(footballer),Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,6828577,3636.0,23
2151776,Q76543,Ulrike_Meinhof,Female,Europe,Western Europe,Culture,Culture-periphery,journalist,1901958,3647.0,30
132496,Q13002,Paul_Gascoigne,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4329942,3654.0,25
878588,Q261534,Diego_Forlán,Male,America,South America,Sports/Games,Sports/Games,football,5767276,3684.0,23
488834,Q174614,Carlo_Ancelotti,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,10589203,3703.0,23
1463959,Q483417,Rio_Ferdinand,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4397460,3756.5,24
920371,Q273860,Marco_Pantani,Male,Europe,Southern Europe,Sports/Games,Sports/Games,sport,2384934,3845.0,27
22811,Q103756,Eddy_Merckx,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,2627863,3886.0,24
1437140,Q47526,Zico,Male,America,South America,Sports/Games,Sports/Games,football,3945929,3936.0,23
536566,Q1839,Laurent_Blanc,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3865617,3950.5,24
1364338,Q43913,Arjen_Robben,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,11216349,3953.0,22
2229172,Q83006,David_Villa,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,8233285,4062.5,22
1369502,Q44298,Bastian_Schweinsteiger,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,12062303,4067.0,22
777743,Q230744,Anna_Wintour,Female,Europe,Western Europe,Culture,Culture-periphery,journalist,6112909,4178.0,26
28718,Q104454,Mario_Götze,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,8344507,4202.0,22
1366582,Q44073,Bixente_Lizarazu,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2775790,4227.0,25
1358099,Q434839,Edward_Bernays,Male,Europe,Western Europe,Culture,Culture-periphery,journalist,1682179,4245.5,32
506253,Q178649,Romário,Male,America,South America,Sports/Games,Sports/Games,football,5867445,4275.5,22
1451398,Q47778,Gary_Lineker,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6493606,4356.5,22
224436,Q152832,Kevin_Keegan,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2256149,4394.0,24
35783,Q106113,Ilie_Năstase,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,player,1267866,4431.0,27
1616977,Q53393,Jimmy_Connors,Male,America,Northern America,Sports/Games,Sports/Games,player,3252957,4441.0,23
714627,Q214204,Eden_Hazard,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,16879834,4476.0,21
578241,Q191492,Bobby_Moore,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3982695,4517.0,23
117659,Q126503,Filippo_Inzaghi,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,4701799,4533.0,22
493134,Q17500,Xavi,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,8966486,4539.0,21
2214170,Q80471,Miroslav_Klose,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,8121876,4555.0,21
1081387,Q310953,Bill_O'Reilly_(political_commentator),Male,America,Northern America,Culture,Culture-periphery,journalist,4330282,4571.0,30
999342,Q289428,Ida_B._Wells,Female,America,Northern America,Culture,Culture-periphery,journalist,2130785,4585.0,29
725164,Q216160,Jeremy_Clarkson,Male,Europe,Western Europe,Culture,Culture-periphery,journalist,8034211,4657.0,23
678191,Q208104,Xabi_Alonso,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,6265810,4715.0,21
336853,Q161571,Javier_Mascherano,Male,America,South America,Sports/Games,Sports/Games,football,6727320,4730.0,21
1348370,Q429039,Roberto_Carlos,Male,America,South America,Sports/Games,Sports/Games,football,6435308,4746.0,21
771434,Q230299,Nellie_Bly,Female,America,Northern America,Culture,Culture-periphery,journalist,1955699,4761.5,27
1106597,Q317243,Allen_Dulles,Male,America,Northern America,Leadership,Administration/Law,lawyer,1305129,4770.0,37
1463208,Q483137,Petr_Čech,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6145930,4799.0,21
580113,Q192635,Ronald_Koeman,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3922927,4825.0,22
1216934,Q357984,Kevin_De_Bruyne,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,10920143,4852.5,21
1385621,Q45626,Ruud_van_Nistelrooy,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5069291,4903.0,21
588434,Q193625,Marcel_Desailly,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2132301,4914.0,23
771438,Q230303,Caroline_Kennedy,Female,America,Northern America,Leadership,Administration/Law,lawyer,8498155,4948.5,27
421720,Q167828,Lev_Yashin,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,5327168,4996.0,21
2262079,Q927916,Jim_Brown,Male,America,Northern America,Sports/Games,Sports/Games,football,3487982,5009.0,28
1470641,Q487459,Arda_Turan,Male,Asia,Western Asia (Middle East Caucasus),Sports/Games,Sports/Games,football,7098171,5015.0,21
647104,Q202237,Landon_Donovan,Male,America,Northern America,Sports/Games,Sports/Games,football,3489807,5029.0,22
59774,Q113156,Robert_Pires,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,1467639,5042.0,24
244290,Q154708,Shinji_Kagawa,Male,Asia,Eastern Asia,Sports/Games,Sports/Games,football,5016560,5066.0,21
1439002,Q47548,Víctor_Valdés,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,4946181,5098.0,21
142959,Q133556,Ashley_Cole,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4610127,5134.0,21
2229445,Q83106,Jürgen_Klopp,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,10884593,5168.0,21
1240725,Q368441,James_Rodríguez,Male,America,South America,Sports/Games,Sports/Games,football,16811824,5184.0,20
1361326,Q43666,Thomas_Müller,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,10735369,5196.0,20
1231859,Q363717,Jonah_Lomu,Male,Oceania,Oceania Western World,Sports/Games,Sports/Games,player,5673631,5312.0,22
1094838,Q315507,Manuel_Belgrano,Male,America,South America,Leadership,Administration/Law,lawyer,3683862,5317.0,23
780045,Q232831,Suzanne_Lenglen,Female,Europe,Western Europe,Sports/Games,Sports/Games,player,1151457,5365.0,26
473484,Q173139,George_Weah,Male,Africa,West Africa,Sports/Games,Sports/Games,football,7513946,5417.5,20
565643,Q188214,Mary_Robinson,Female,Europe,Western Europe,Leadership,Administration/Law,lawyer,659498,5450.0,33
67722,Q115453,Ivan_Rakitić,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,7595805,5460.0,20
1540141,Q508711,Didier_Deschamps,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,7285577,5492.0,20
462917,Q17158,Carles_Puyol,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,5259308,5505.0,20
747255,Q221454,René_Lacoste,Male,Europe,Western Europe,Sports/Games,Sports/Games,player,1124533,5537.5,27
646828,Q202054,Keisuke_Honda,Male,Asia,Eastern Asia,Sports/Games,Sports/Games,football,6585956,5565.0,20
566324,Q188632,Roy_Keane,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3402048,5568.0,21
384003,Q164546,Alfredo_Di_Stéfano,Male,America,South America,Sports/Games,Sports/Games,football,4401653,5572.0,20
1641493,Q54094,Sami_Khedira,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6439365,5574.0,20
1464114,Q483583,Alan_Shearer,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5185562,5580.0,20
246235,Q155010,Gino_Bartali,Male,Europe,Southern Europe,Sports/Games,Sports/Games,sport,1148770,5593.0,25
589436,Q1939,Nicolas_Anelka,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4875599,5676.0,20
1422334,Q47230,Andrey_Arshavin,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,5518841,5682.0,20
751681,Q222789,Luis_Enrique_(footballer),Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,6591207,5783.0,20
1273768,Q380865,David_Frost,Male,Europe,Western Europe,Culture,Culture-periphery,journalist,1538004,5881.0,31
579220,Q1921,Blaise_Matuidi,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5355521,5883.5,20
539995,Q184612,Robbie_Keane,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4354426,5886.0,20
436992,Q169098,Frank_Rijkaard,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3707415,5895.0,20
1464411,Q483837,Luka_Modrić,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,16984692,5918.0,19
215510,Q151034,Kevin-Prince_Boateng,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6678056,5930.0,20
566488,Q188720,Michael_Laudrup,Male,Europe,Northern Europe,Sports/Games,Sports/Games,football,2958057,6002.5,20
382189,Q163974,Rafael_van_der_Vaart,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3719938,6036.0,20
150019,Q13494,Jean-Pierre_Papin,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2157219,6047.0,21
33936,Q105542,Miguel_Induráin,Male,Europe,Southern Europe,Sports/Games,Sports/Games,sport,1007221,6054.0,23
738025,Q219912,Fausto_Coppi,Male,Europe,Southern Europe,Sports/Games,Sports/Games,sport,1155778,6063.5,23
1087080,Q312782,Bob_Woodward,Male,America,Northern America,Culture,Culture-periphery,journalist,2505903,6076.0,25
1528625,Q50600,Carlos_Tevez,Male,America,South America,Sports/Games,Sports/Games,football,8070274,6131.5,19
166855,Q138172,Radamel_Falcao,Male,America,South America,Sports/Games,Sports/Games,football,11294338,6144.0,19
515732,Q180993,Antonio_Cassano,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,3332444,6149.0,20
136359,Q131234,Toni_Kroos,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,9850877,6176.0,19
1387376,Q45766,Mario_Gómez,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,8012192,6180.0,19
1086749,Q312697,Greg_LeMond,Male,America,Northern America,Sports/Games,Sports/Games,sport,1292248,6194.0,24
1701308,Q5568842,Glenn_Greenwald,Male,America,Northern America,Culture,Culture-periphery,journalist,1995192,6229.5,24
580191,Q192671,Arturo_Vidal,Male,America,South America,Sports/Games,Sports/Games,football,8390194,6238.0,19
587949,Q1936,Djibril_Cissé,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3465596,6277.0,20
539055,Q184177,Thomas_Vermaelen,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3240286,6282.5,20
1463220,Q483145,Luís_Figo,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,6106580,6290.0,19
725094,Q216140,Stanley_Matthews,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,1274855,6294.0,22
514054,Q180581,Milan_Baroš,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,1606375,6314.0,21
1773514,Q57959,Jan_Ullrich,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,1660163,6320.0,22
578331,Q1916,Patrice_Evra,Male,Africa,West Africa,Sports/Games,Sports/Games,football,6363327,6411.0,19
222089,Q152377,Marco_Reus,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,7912705,6414.0,19
1752352,Q57079,Jürgen_Klinsmann,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4422151,6430.0,19
695893,Q210453,Thiago_Silva,Male,America,South America,Sports/Games,Sports/Games,football,4968408,6439.0,19
1464034,Q483437,Sepp_Blatter,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2798414,6449.0,20
224657,Q152871,Karl-Heinz_Rummenigge,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,2348668,6459.0,20
578881,Q1919,Mathieu_Valbuena,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3445094,6473.0,20
575760,Q1907,Hugo_Lloris,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,5480446,6515.5,19
47579,Q109255,Bernard_Hinault,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,1245984,6550.0,22
1162839,Q336046,Robert_Badinter,Male,Europe,Western Europe,Leadership,Administration/Law,lawyer,1068243,6560.0,35
1476071,Q489039,Raphaël_Varane,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,6065428,6574.0,19
2212954,Q80306,Giorgio_Chiellini,Male,Europe,Southern Europe,Sports/Games,Sports/Games,football,4673662,6592.5,19
1259610,Q376247,Dimitri_Payet,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,9354699,6601.0,19
1465523,Q484909,Clarence_Seedorf,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4863021,6609.0,19
542064,Q185389,Dennis_Bergkamp,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,3946595,6610.5,19
1753009,Q57114,Jens_Lehmann,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,1932812,6718.0,20
1022469,Q29516,Theo_Walcott,Male,Europe,Western Europe,Sports/Games,Sports/Games,football,4186074,6722.0,19
556371,Q187125,Hristo_Stoichkov,Male,Europe,Eastern Europe,Sports/Games,Sports/Games,football,3020286,6801.0,19
507532,Q179334,Henrik_Larsson,Male,Europe,Northern Europe,Sports/Games,Sports/Games,football,3469061,6847.0,19
1214274,Q357102,Lew_Wallace,Male,America,Northern America,Leadership,Administration/Law,lawyer,630588,7054.5,48
602832,Q196401,William_Walker_(filibuster),Male,America,Northern America,Leadership,Administration/Law,lawyer,877635,7353.5,27
745938,Q221001,Jacques_Anquetil,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,825096,7466.5,22
565611,Q188197,Fabian_Cancellara,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,1306690,7605.5,20
140066,Q132738,Alberto_Contador,Male,Europe,Southern Europe,Sports/Games,Sports/Games,sport,3456557,7631.0,18
54187,Q11124,Stephen_Breyer,Male,America,Northern America,Leadership,Administration/Law,lawyer,2252989,7659.0,36
200345,Q147989,Joaquín_Balaguer,Male,America,Caribbean,Leadership,Administration/Law,lawyer,1306893,8112.0,24
245355,Q15488345,Neil_Gorsuch,Male,America,Northern America,Leadership,Administration/Law,lawyer,6227850,8121.0,21
531491,Q183058,Alan_Dershowitz,Male,America,Northern America,Leadership,Administration/Law,lawyer,3021115,8286.0,24
1377845,Q449791,Clarence_Darrow,Male,America,Northern America,Leadership,Administration/Law,lawyer,1003908,8381.0,36
149636,Q13484,Laurent_Fignon,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,877239,8505.5,21
1360436,Q435793,Robert_Todd_Lincoln,Male,America,Northern America,Leadership,Administration/Law,lawyer,3099826,8589.0,23
458716,Q171166,"Juan_Antonio_Samaranch,_1st_Marquess_of_Samaranch",Male,Europe,Southern Europe,Sports/Games,Sports/Games,sport,414035,8972.0,26
1167562,Q337271,Tom_Simpson,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,620619,10051.5,22
149658,Q13485,Laurent_Jalabert,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,671676,11072.5,20
1078682,Q310383,Chris_Hoy,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,799621,11802.0,18
745919,Q220998,Tom_Boonen,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,853721,12171.0,17
1077967,Q310288,Bjarne_Riis,Male,Europe,Northern Europe,Sports/Games,Sports/Games,sport,428601,13982.0,20
530253,Q182609,Jacques_Rogge,Male,Europe,Western Europe,Sports/Games,Sports/Games,sport,434735,14066.0,19
