,wikidata_code,name,gender,un_region,un_subregion,level1_main_occ,level2_main_occ,level3_main_occ,wiki_readers_2015_2018,ranking_visib_5criteria,total_noccur_links_b
2264211,Q93188,Errol_Flynn,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,4960124,997.0,54
36105,Q106275,Juliette_Binoche,Female,Europe,Western Europe,Culture,Culture-core,actor,5848591,1003.0,51
149850,Q134895,Javier_Bardem,Male,Europe,Southern Europe,Culture,Culture-core,actor,15638700,1004.0,42
1312730,Q400,Jenna_Jameson,Female,America,Northern America,Culture,Culture-core,film,11950239,1008.0,41
1366637,Q44077,Jessica_Alba,Female,America,Northern America,Culture,Culture-core,actor,19498214,1009.0,40
454399,Q170576,Milla_Jovovich,Female,America,Northern America,Culture,Culture-core,actor,17306614,1010.0,43
26415,Q104049,Sidney_Poitier,Male,America,Northern America,Culture,Culture-core,actor,6412318,1014.0,45
1390472,Q4605,Sarah_Bernhardt,Female,Europe,Western Europe,Culture,Culture-core,actor,2338243,1018.0,84
2230835,Q83484,Anthony_Quinn,Male,America,Central America,Culture,Culture-core,actor,5551421,1021.0,55
1465922,Q485310,Neil_Patrick_Harris,Male,America,Northern America,Culture,Culture-core,actor,14239464,1022.5,43
1689666,Q55469,Marcello_Mastroianni,Male,Europe,Southern Europe,Culture,Culture-core,actor,4079141,1025.5,63
780369,Q23301,Roberto_Benigni,Male,Europe,Southern Europe,Culture,Culture-core,actor,3902147,1028.0,55
26492,Q104061,Steve_Buscemi,Male,America,Northern America,Culture,Culture-core,actor,10183609,1032.0,40
2233569,Q853,Andrei_Tarkovsky,Male,Europe,Eastern Europe,Culture,Culture-core,film,4563418,1036.0,65
38640,Q107006,Claudia_Cardinale,Female,Europe,Southern Europe,Culture,Culture-core,actor,5471823,1038.0,50
540351,Q185051,Christopher_Walken,Male,America,Northern America,Culture,Culture-core,actor,11515307,1040.0,43
1463670,Q483325,Ellen_DeGeneres,Female,America,Northern America,Culture,Culture-core,actor,21219580,1041.0,41
1464569,Q48410,Richard_Gere,Male,America,Northern America,Culture,Culture-core,actor,17138784,1043.0,50
382693,Q164119,Mark_Wahlberg,Male,America,Northern America,Culture,Culture-core,actor,31081668,1047.0,39
913987,Q2709,Sasha_Grey,Female,America,Northern America,Culture,Culture-core,actor,17356980,1051.0,57
2181414,Q78469,Romy_Schneider,Female,Europe,Western Europe,Culture,Culture-core,actor,9926863,1055.0,49
638710,Q200405,John_Hurt,Male,Europe,Western Europe,Culture,Culture-core,actor,10476528,1059.0,51
1189017,Q3454165,Kevin_Bacon,Male,America,Northern America,Culture,Culture-core,actor,11629792,1062.0,41
2200279,Q8003,Sergei_Eisenstein,Male,Europe,Eastern Europe,Culture,Culture-core,film,5038295,1063.0,72
718110,Q215072,John_Goodman,Male,America,Northern America,Culture,Culture-core,film,11212279,1067.0,41
579018,Q191966,Gene_Wilder,Male,America,Northern America,Culture,Culture-core,actor,12819584,1071.5,53
1223678,Q36105,Charles_Bronson,Male,America,Northern America,Culture,Culture-core,actor,13004188,1079.0,42
1259871,Q37628,Mila_Kunis,Female,America,Northern America,Culture,Culture-core,actor,38583600,1080.5,35
2079587,Q73089,Gene_Kelly,Male,America,Northern America,Culture,Culture-core,actor,5559098,1080.5,58
652594,Q204299,Frances_McDormand,Female,America,Northern America,Culture,Culture-core,actor,9436664,1085.0,43
419717,Q167520,Jon_Voight,Male,America,Northern America,Culture,Culture-core,actor,11843910,1088.0,41
2271709,Q95030,Warren_Beatty,Male,America,Northern America,Culture,Culture-core,actor,8998176,1091.5,42
140655,Q132952,Adam_Sandler,Male,America,Northern America,Culture,Culture-core,actor,24553548,1091.5,44
36446,Q106383,Isabelle_Adjani,Female,Europe,Western Europe,Culture,Culture-core,actor,4884712,1095.5,47
25364,Q103939,Charlie_Sheen,Male,America,Northern America,Culture,Culture-core,actor,26128388,1100.0,40
384729,Q16473,Steve_Martin,Male,America,Northern America,Culture,Culture-core,actor,9002219,1102.0,52
530679,Q182763,Forest_Whitaker,Male,America,Northern America,Culture,Culture-core,actor,10043649,1103.5,40
1607530,Q53002,François_Truffaut,Male,Europe,Western Europe,Culture,Culture-core,film,3110253,1105.0,59
115263,Q125904,Edward_Norton,Male,America,Northern America,Culture,Culture-core,actor,13553252,1107.0,41
2264205,Q93187,Hilary_Swank,Female,America,Northern America,Culture,Culture-core,actor,8798783,1110.0,41
215046,Q150943,Gene_Hackman,Male,America,Northern America,Culture,Culture-core,actor,8131448,1114.0,40
710495,Q212886,Stephen_Colbert,Male,America,Northern America,Culture,Culture-core,actor,7650616,1116.0,47
2223635,Q81819,Monica_Bellucci,Female,Europe,Southern Europe,Culture,Culture-core,actor,21514846,1117.5,43
1519866,Q503706,Chris_Pratt,Male,America,Northern America,Culture,Culture-core,actor,30195096,1117.5,40
401491,Q166272,Geoffrey_Rush,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,7712786,1123.0,41
67986,Q115541,Dakota_Fanning,Female,America,Northern America,Culture,Culture-core,actor,17911292,1127.5,40
850726,Q25078,Terry_Gilliam,Male,Europe,Western Europe,Culture,Culture-core,film,4974680,1131.0,61
540756,Q185140,Joaquin_Phoenix,Male,America,Northern America,Culture,Culture-core,actor,16930544,1133.0,41
36370,Q106365,Isabelle_Huppert,Female,Europe,Western Europe,Culture,Culture-core,film,4656809,1134.0,47
584355,Q192912,Stephen_Fry,Male,Europe,Western Europe,Culture,Culture-core,actor,7451619,1142.0,56
539949,Q184572,Martin_Sheen,Male,America,Northern America,Culture,Culture-core,actor,12648131,1143.0,41
492238,Q174908,Michael_Moore,Male,America,Northern America,Culture,Culture-core,film,6110198,1146.0,53
17745,Q103343,Jennifer_Connelly,Female,America,Northern America,Culture,Culture-core,actor,14879659,1152.0,38
23140,Q103784,Donald_Sutherland,Male,America,Northern America,Culture,Culture-core,actor,9902824,1155.5,42
221728,Q152272,Georges_Méliès,Male,Europe,Western Europe,Culture,Culture-core,actor,4049832,1155.5,55
256347,Q156796,Michelle_Williams_(actress),Female,America,Northern America,Culture,Culture-core,actor,17533526,1157.0,38
136809,Q131380,Kim_Basinger,Female,America,Northern America,Culture,Culture-core,actor,11252503,1163.5,45
555018,Q187033,Sally_Field,Female,America,Northern America,Culture,Culture-core,actor,11325225,1165.0,38
432288,Q168721,Faye_Dunaway,Female,America,Northern America,Culture,Culture-core,actor,5857669,1173.0,41
534098,Q183532,Anne_Bancroft,Female,America,Northern America,Culture,Culture-core,actor,4692210,1175.0,49
433095,Q168763,Liv_Tyler,Female,America,Northern America,Culture,Culture-core,actor,15043547,1178.0,42
1608125,Q53009,Bernardo_Bertolucci,Male,Europe,Southern Europe,Culture,Culture-core,film,3656540,1180.0,53
1548054,Q51114,John_Ford,Male,America,Northern America,Culture,Culture-core,film,2529341,1187.5,60
1367441,Q44131,Werner_Herzog,Male,Europe,Western Europe,Culture,Culture-core,film,5293224,1190.0,57
1648256,Q544465,Kathy_Bates,Female,America,Northern America,Culture,Culture-core,actor,6947251,1193.0,42
888917,Q26372,Takeshi_Kitano,Male,Asia,Eastern Asia,Culture,Culture-core,film,7601538,1194.0,49
100518,Q122614,Renée_Zellweger,Female,America,Northern America,Culture,Culture-core,actor,15024518,1197.0,38
1465480,Q484881,Peter_Falk,Male,America,Northern America,Culture,Culture-core,actor,7580723,1203.0,50
383805,Q164487,Ava_Gardner,Female,America,Northern America,Culture,Culture-core,actor,8141567,1204.0,55
3312,Q102551,Ernest_Borgnine,Male,America,Northern America,Culture,Culture-core,actor,4379784,1207.0,47
665414,Q206856,Angela_Lansbury,Female,Europe,Western Europe,Culture,Culture-core,actor,10900339,1211.5,39
36076,Q106255,Jean-Paul_Belmondo,Male,Europe,Western Europe,Culture,Culture-core,film,7298362,1213.0,44
37075,Q106514,River_Phoenix,Male,America,Northern America,Culture,Culture-core,actor,16854994,1215.0,41
487142,Q174311,Christopher_Reeve,Male,America,Northern America,Culture,Culture-core,actor,12668634,1216.0,45
2228212,Q82786,Leslie_Nielsen,Male,America,Northern America,Culture,Culture-core,actor,8347008,1218.0,42
649347,Q203215,Max_von_Sydow,Male,Europe,Northern Europe,Culture,Culture-core,actor,6772870,1220.0,55
1558353,Q51566,Spike_Lee,Male,America,Northern America,Culture,Culture-core,film,6407121,1222.0,55
647001,Q202148,Burt_Reynolds,Male,America,Northern America,Culture,Culture-core,actor,17761500,1226.0,38
1464306,Q483771,Elijah_Wood,Male,America,Northern America,Culture,Culture-core,actor,11243339,1230.0,40
2155498,Q76819,Christoph_Waltz,Male,Europe,Western Europe,Culture,Culture-core,actor,13602050,1234.0,41
1705719,Q55796,Peter_Ustinov,Male,Europe,Western Europe,Culture,Culture-core,actor,3199386,1241.0,68
1381115,Q45229,Zac_Efron,Male,America,Northern America,Culture,Culture-core,actor,31885300,1245.0,35
6043,Q102813,Yul_Brynner,Male,America,Northern America,Culture,Culture-core,actor,7978176,1246.0,51
508129,Q179414,Kate_Beckinsale,Female,Europe,Western Europe,Culture,Culture-core,actor,19915160,1258.0,37
279165,Q158957,Priyanka_Chopra,Female,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,actor,31968058,1260.0,33
685740,Q209662,Lucille_Ball,Female,America,Northern America,Culture,Culture-core,actor,8185774,1261.0,48
1239701,Q36767,Robert_Pattinson,Male,Europe,Western Europe,Culture,Culture-core,actor,16369657,1264.0,34
2271635,Q95008,John_Carpenter,Male,America,Northern America,Culture,Culture-core,film,6251042,1271.0,54
579583,Q192410,Jennifer_Hudson,Female,America,Northern America,Culture,Culture-core,actor,8478036,1283.5,39
521715,Q181917,David_Niven,Male,Europe,Western Europe,Culture,Culture-core,actor,4728386,1286.0,53
460840,Q171363,Viggo_Mortensen,Male,America,Northern America,Culture,Culture-core,actor,13629150,1294.0,38
467024,Q172261,John_Malkovich,Male,America,Northern America,Culture,Culture-core,actor,9133680,1296.5,46
384037,Q164562,Sergio_Leone,Male,Europe,Southern Europe,Culture,Culture-core,film,3885344,1303.0,50
713273,Q213864,Paul_Walker,Male,America,Northern America,Culture,Culture-core,actor,37210432,1307.0,36
453966,Q170530,Sarah_Jessica_Parker,Female,America,Northern America,Culture,Culture-core,actor,14818183,1309.0,41
578448,Q191719,Zooey_Deschanel,Female,America,Northern America,Culture,Culture-core,actor,16078918,1312.0,40
2268633,Q94002,Barbara_Stanwyck,Female,America,Northern America,Culture,Culture-core,actor,4088441,1313.0,48
1367971,Q44176,Hulk_Hogan,Male,America,Northern America,Culture,Culture-core,actor,13791069,1315.0,35
567437,Q189067,Alyssa_Milano,Female,America,Northern America,Culture,Culture-core,actor,10635896,1317.0,47
26764,Q104109,Mary_Pickford,Female,America,Northern America,Culture,Culture-core,film,2757955,1318.0,57
643127,Q201279,Woody_Harrelson,Male,America,Northern America,Culture,Culture-core,actor,14846049,1319.0,42
1024475,Q295803,Tom_Hiddleston,Male,Europe,Western Europe,Culture,Culture-core,actor,8869666,1322.0,42
540238,Q184903,David_Fincher,Male,America,Northern America,Culture,Culture-core,film,8234533,1323.5,40
764876,Q229313,Jessica_Chastain,Female,America,Northern America,Culture,Culture-core,actor,17525672,1325.0,35
506059,Q178552,Mickey_Rourke,Male,America,Northern America,Culture,Culture-core,actor,9657883,1326.0,36
35766,Q106099,Jeanne_Moreau,Female,Europe,Western Europe,Culture,Culture-core,actor,3647626,1328.0,56
142025,Q133313,Jake_Gyllenhaal,Male,America,Northern America,Culture,Culture-core,actor,28678076,1330.0,33
321746,Q160726,Ang_Lee,Male,Asia,Eastern Asia,Culture,Culture-core,film,4031029,1337.5,48
754720,Q223687,Wes_Anderson,Male,America,Northern America,Culture,Culture-core,film,9349720,1339.0,55
639961,Q200534,Tilda_Swinton,Female,Europe,Western Europe,Culture,Culture-core,actor,12752619,1340.0,44
588437,Q193628,Sofia_Coppola,Female,America,Northern America,Culture,Culture-core,actor,7336750,1341.0,45
38189,Q106775,Richard_Harris,Male,Europe,Western Europe,Culture,Culture-core,actor,10874807,1343.5,54
1364554,Q439314,Alicia_Vikander,Female,Europe,Northern Europe,Culture,Culture-core,actor,29696032,1345.0,40
1370873,Q44437,John_Cena,Male,America,Northern America,Culture,Culture-core,actor,40497956,1349.0,31
1558440,Q51575,John_Huston,Male,America,Northern America,Culture,Culture-core,actor,2872786,1356.0,59
678882,Q208117,Bella_Thorne,Female,America,Northern America,Culture,Culture-core,actor,18106262,1362.5,43
539696,Q184378,Rock_Hudson,Male,America,Northern America,Culture,Culture-core,actor,6891828,1364.0,47
493807,Q175104,Jennifer_Love_Hewitt,Female,America,Northern America,Culture,Culture-core,actor,14452581,1367.0,41
703244,Q211283,Bob_Hoskins,Male,Europe,Western Europe,Culture,Culture-core,actor,3362579,1369.0,51
384696,Q16472,Robert_Mitchum,Male,America,Northern America,Culture,Culture-core,actor,5088774,1375.0,51
54073,Q1112005,Queen_Latifah,Female,America,Northern America,Culture,Culture-core,actor,7749047,1376.0,41
1479939,Q49004,Patrick_Swayze,Male,America,Northern America,Culture,Culture-core,actor,25275126,1378.0,45
1072334,Q308722,James_Gandolfini,Male,America,Northern America,Culture,Culture-core,actor,7106494,1381.0,36
466296,Q172035,Colin_Farrell,Male,Europe,Western Europe,Culture,Culture-core,actor,15169633,1384.0,39
2268751,Q94041,James_Cagney,Male,America,Northern America,Culture,Culture-core,actor,2747158,1395.0,53
24788,Q103917,Steven_Soderbergh,Male,America,Northern America,Culture,Culture-core,film,4133234,1404.0,46
787341,Q23547,Bryan_Cranston,Male,America,Northern America,Culture,Culture-core,actor,15165696,1405.0,33
2273557,Q9557,Aamir_Khan,Male,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,actor,15587824,1406.0,34
564931,Q188137,J._J._Abrams,Male,America,Northern America,Culture,Culture-core,film,10675252,1407.0,39
1671599,Q55215,Alejandro_González_Iñárritu,Male,America,Central America,Culture,Culture-core,film,8716537,1409.0,38
588950,Q193668,Benicio_del_Toro,Male,Europe,Southern Europe,Culture,Culture-core,actor,14232835,1410.0,38
695862,Q210447,Mark_Hamill,Male,America,Northern America,Culture,Culture-core,actor,20665944,1420.0,38
2271840,Q95076,Joan_Fontaine,Female,America,Northern America,Culture,Culture-core,actor,3635032,1421.0,51
1981592,Q67701,Anna_Kendrick,Female,America,Northern America,Culture,Culture-core,actor,20838768,1427.0,40
21407,Q103646,Ron_Howard,Male,America,Northern America,Culture,Culture-core,actor,13101459,1437.0,42
448744,Q169946,Kate_Hudson,Female,America,Northern America,Culture,Culture-core,actor,20486776,1438.0,43
644247,Q201656,Nick_Jonas,Male,America,Northern America,Culture,Culture-core,actor,21614186,1439.5,38
580179,Q192668,Nick_Cave,Male,Oceania,Oceania Western World,Culture,Culture-core,actor,5848745,1444.0,52
1379312,Q4509,Chloë_Grace_Moretz,Female,America,Northern America,Culture,Culture-core,actor,27033860,1455.0,40
341727,Q161916,Owen_Wilson,Male,America,Northern America,Culture,Culture-core,actor,14122434,1457.5,43
586951,Q193300,Osamu_Tezuka,Male,Asia,Eastern Asia,Culture,Culture-core,film,3754362,1457.5,48
38621,Q106997,Jamie_Lee_Curtis,Female,America,Northern America,Culture,Culture-core,actor,15137394,1462.0,38
763283,Q228733,Lea_Michele,Female,America,Northern America,Culture,Culture-core,actor,8223551,1465.5,40
737545,Q219631,Adam_Levine,Male,America,Northern America,Culture,Culture-core,actor,17765700,1467.0,37
570233,Q189400,Brooke_Shields,Female,America,Northern America,Culture,Culture-core,actor,11045817,1472.5,48
515294,Q180919,Natalie_Wood,Female,America,Northern America,Culture,Culture-core,actor,11807242,1474.0,43
555033,Q187038,David_Carradine,Male,America,Northern America,Culture,Culture-core,actor,8534989,1478.0,42
1464462,Q483907,Jack_Black,Male,America,Northern America,Culture,Culture-core,actor,13648579,1480.5,37
1464853,Q484365,David_Duchovny,Male,America,Northern America,Culture,Culture-core,actor,10046329,1484.0,41
634763,Q199884,Anna_Paquin,Female,America,Northern America,Culture,Culture-core,actor,8090071,1486.0,37
637552,Q200194,Victoria_Justice,Female,America,Northern America,Culture,Culture-core,actor,9339207,1489.5,43
961218,Q28288,Eddie_Redmayne,Male,Europe,Western Europe,Culture,Culture-core,actor,23298180,1492.0,37
765449,Q229507,Jayne_Mansfield,Female,America,Northern America,Culture,Culture-core,actor,9409207,1496.0,42
1753672,Q57147,Michael_Fassbender,Male,Europe,Western Europe,Culture,Culture-core,actor,27689488,1508.0,34
2271297,Q94882,Emir_Kusturica,Male,Europe,Southern Europe,Culture,Culture-core,actor,2990510,1509.0,53
25466,Q103946,Kiefer_Sutherland,Male,America,Northern America,Culture,Culture-core,actor,12755961,1514.0,40
1016047,Q29328,Brie_Larson,Female,America,Northern America,Culture,Culture-core,actor,20609808,1516.0,33
514530,Q180665,Sarah_Michelle_Gellar,Female,America,Northern America,Culture,Culture-core,actor,11615822,1517.0,34
1557979,Q51525,Miloš_Forman,Male,America,Northern America,Culture,Culture-core,film,3229302,1520.0,51
1242348,Q37001,Toshiro_Mifune,Male,Asia,Eastern Asia,Culture,Culture-core,actor,3041275,1533.0,44
166404,Q138005,Michael_Keaton,Male,America,Northern America,Culture,Culture-core,actor,13227361,1537.0,35
648460,Q202735,Billy_Bob_Thornton,Male,America,Northern America,Culture,Culture-core,actor,11229788,1540.0,54
1008691,Q29055,Sacha_Baron_Cohen,Male,Europe,Western Europe,Culture,Culture-core,actor,16628463,1542.0,33
221245,Q152208,Gisele_Bündchen,Female,America,South America,Culture,Culture-core,actor,14596386,1547.0,33
2236541,Q867813,Claire_Danes,Female,America,Northern America,Culture,Culture-core,actor,11802065,1551.0,35
433592,Q168847,Brittany_Murphy,Female,America,Northern America,Culture,Culture-core,actor,21410340,1552.0,40
503508,Q177311,Joseph_Gordon-Levitt,Male,America,Northern America,Culture,Culture-core,actor,13611539,1556.0,40
1665792,Q549981,Norah_Jones,Female,America,Northern America,Culture,Culture-core,actor,6887397,1559.0,39
592114,Q19504,Fritz_Lang,Male,Europe,Western Europe,Culture,Culture-core,film,2230080,1577.0,69
570911,Q189526,Brian_De_Palma,Male,America,Northern America,Culture,Culture-core,film,4114782,1579.0,41
566083,Q188459,Goldie_Hawn,Female,America,Northern America,Culture,Culture-core,actor,16870208,1582.0,40
1683851,Q55411,Wim_Wenders,Male,Europe,Western Europe,Culture,Culture-core,film,2644608,1583.0,66
212353,Q150651,George_Carlin,Male,America,Northern America,Culture,Culture-core,actor,6798350,1588.0,36
764807,Q229276,Maureen_O'Hara,Female,Europe,Western Europe,Culture,Culture-core,film,5020076,1594.0,44
1713457,Q56009,Gina_Lollobrigida,Female,Europe,Southern Europe,Culture,Culture-core,actor,4316383,1598.5,46
763047,Q228598,Emma_Roberts,Female,America,Northern America,Culture,Culture-core,actor,21433420,1602.0,37
28933,Q104514,Adrien_Brody,Male,America,Northern America,Culture,Culture-core,actor,9768924,1605.0,40
37847,Q106685,Andrzej_Wajda,Male,Europe,Eastern Europe,Culture,Culture-core,film,2520889,1607.0,60
34728,Q105660,Holly_Hunter,Female,America,Northern America,Culture,Culture-core,actor,6546388,1608.0,37
2069304,Q72717,Elia_Kazan,Male,America,Northern America,Culture,Culture-core,film,2495234,1621.0,55
569059,Q189226,Amanda_Seyfried,Female,America,Northern America,Culture,Culture-core,actor,20133292,1623.0,37
1675952,Q55294,Kenneth_Branagh,Male,Europe,Western Europe,Culture,Culture-core,actor,10920872,1624.0,40
384917,Q164782,Ashton_Kutcher,Male,America,Northern America,Culture,Culture-core,actor,26591190,1630.0,37
1671506,Q55210,Abbas_Kiarostami,Male,Asia,Western Asia (Middle East Caucasus),Culture,Culture-core,film,2172388,1632.0,60
806628,Q23891,Andrew_Garfield,Male,America,Northern America,Culture,Culture-core,actor,15816850,1634.0,31
578613,Q191828,Marisa_Tomei,Female,America,Northern America,Culture,Culture-core,actor,12457802,1640.0,39
570331,Q189422,Jean_Dujardin,Male,Europe,Western Europe,Culture,Culture-core,actor,4925938,1644.0,41
1587492,Q52392,Tim_Curry,Male,Europe,Western Europe,Culture,Culture-core,actor,12251747,1645.0,39
30087,Q104791,Ed_Harris,Male,America,Northern America,Culture,Culture-core,actor,8580280,1647.5,39
580851,Q192762,Darren_Aronofsky,Male,America,Northern America,Culture,Culture-core,film,8860236,1649.0,36
77450,Q117392,Malcolm_McDowell,Male,Europe,Western Europe,Culture,Culture-core,actor,6327195,1651.0,37
851559,Q25132,Paul_Thomas_Anderson,Male,America,Northern America,Culture,Culture-core,film,6161403,1666.5,43
224876,Q152929,Meat_Loaf,Male,America,Northern America,Culture,Culture-core,actor,7161529,1680.0,50
624922,Q199369,Naomi_Campbell,Female,Europe,Western Europe,Culture,Culture-core,actor,8689237,1681.5,36
1607681,Q53004,Vittorio_De_Sica,Male,Europe,Southern Europe,Culture,Culture-core,film,1961086,1691.0,64
647027,Q202172,Walter_Matthau,Male,America,Northern America,Culture,Culture-core,actor,4066106,1692.0,44
37946,Q106706,Jeff_Goldblum,Male,America,Northern America,Culture,Culture-core,actor,13110061,1695.0,44
576442,Q190998,Anjelica_Huston,Female,America,Northern America,Culture,Culture-core,actor,6104154,1696.0,41
282225,Q159577,Jet_Li,Male,Asia,Eastern Asia,Culture,Culture-core,actor,13320385,1706.0,33
587599,Q193517,Emily_Blunt,Female,Europe,Western Europe,Culture,Culture-core,actor,26289728,1707.0,31
1180506,Q342604,Idris_Elba,Male,Europe,Western Europe,Culture,Culture-core,actor,22492780,1709.5,41
1557742,Q51492,Frank_Capra,Male,Europe,Southern Europe,Culture,Culture-core,film,1806114,1713.0,54
2224997,Q82238,Cliff_Richard,Male,Europe,Western Europe,Culture,Culture-core,actor,4196936,1714.0,42
651380,Q203960,James_Earl_Jones,Male,America,Northern America,Culture,Culture-core,actor,9632489,1718.5,36
779076,Q231726,Hailee_Steinfeld,Female,America,Northern America,Culture,Culture-core,actor,19060396,1721.0,40
576823,Q191104,Sean_Bean,Male,Europe,Western Europe,Culture,Culture-core,actor,13292402,1724.0,36
374805,Q162959,Blake_Lively,Female,America,Northern America,Culture,Culture-core,actor,35268856,1726.0,39
786602,Q23517,Ricky_Gervais,Male,Europe,Western Europe,Culture,Culture-core,actor,6140878,1731.0,42
927081,Q276005,Charlotte_Gainsbourg,Female,Europe,Western Europe,Culture,Culture-core,actor,8068008,1736.0,51
454374,Q170574,Helen_Hunt,Female,America,Northern America,Culture,Culture-core,actor,7971839,1738.5,36
642525,Q201034,Lana_Turner,Female,America,Northern America,Culture,Culture-core,actor,3826649,1740.0,42
576802,Q191084,Val_Kilmer,Male,America,Northern America,Culture,Culture-core,actor,11380520,1741.0,46
43348,Q108283,Alan_Arkin,Male,America,Northern America,Culture,Culture-core,film,4128204,1743.0,46
3075,Q102341,Farrah_Fawcett,Female,America,Northern America,Culture,Culture-core,actor,8024192,1744.0,39
706800,Q212064,Channing_Tatum,Male,America,Northern America,Culture,Culture-core,actor,27669324,1752.0,37
789214,Q235870,Chloë_Sevigny,Female,America,Northern America,Culture,Culture-core,actor,7881479,1754.0,43
649355,Q203219,Boris_Karloff,Male,Europe,Western Europe,Culture,Culture-core,actor,2683852,1758.5,54
571094,Q189554,Katherine_Heigl,Female,America,Northern America,Culture,Culture-core,actor,15479062,1762.0,35
2271875,Q95089,Ginger_Rogers,Female,America,Northern America,Culture,Culture-core,actor,3387453,1763.0,49
565936,Q188375,Lucy_Liu,Female,America,Northern America,Culture,Culture-core,actor,11711680,1764.0,36
44482,Q108510,James_Garner,Male,America,Northern America,Culture,Culture-core,actor,5992781,1765.0,45
785723,Q23466,Chris_Pine,Male,America,Northern America,Culture,Culture-core,actor,17912260,1767.0,36
477258,Q173399,Ellen_Page,Female,America,Northern America,Culture,Culture-core,actor,11997046,1768.5,35
1326910,Q41422,Mark_Ruffalo,Male,America,Northern America,Culture,Culture-core,actor,14301999,1768.5,35
1371220,Q44467,Orlando_Bloom,Male,Europe,Western Europe,Culture,Culture-core,actor,17245988,1770.0,32
35129,Q105825,William_Hurt,Male,America,Northern America,Culture,Culture-core,actor,5384056,1772.0,43
2156782,Q76895,Lee_Marvin,Male,America,Northern America,Culture,Culture-core,actor,4103431,1774.0,46
1410376,Q47059,Aishwarya_Rai,Female,Asia,South Asia incl. Indian Peninsula,Culture,Culture-core,actor,13068778,1775.5,30
307786,Q160219,Stephenie_Meyer,Female,America,Northern America,Culture,Culture-core,actor,3228828,1775.5,44
2271625,Q95002,William_Holden,Male,America,Northern America,Culture,Culture-core,actor,4526909,1779.0,45
603472,Q196560,Kelsey_Grammer,Male,America,Northern America,Culture,Culture-core,actor,7854132,1788.0,37
538022,Q184103,Christina_Ricci,Female,America,Northern America,Culture,Culture-core,actor,10635326,1789.0,33
505148,Q178166,Vin_Diesel,Male,America,Northern America,Culture,Culture-core,actor,35803752,1794.0,34
578514,Q191755,Jim_Jarmusch,Male,America,Northern America,Culture,Culture-core,film,3601096,1795.0,47
566409,Q188692,Rudolph_Valentino,Male,Europe,Southern Europe,Culture,Culture-core,actor,3854869,1798.0,49
35679,Q106057,Yves_Montand,Male,Europe,Southern Europe,Culture,Culture-core,actor,2925855,1800.0,65
